subject,class_idx,class_name,epoch,critic_loss,generator_loss
8,0,Left Hand,1,-4.10768723487854,1.37884521484375
8,0,Left Hand,2,-42.025352478027344,2.3570629358291626
8,0,Left Hand,3,-109.60708618164062,-6.054789364337921
8,0,Left Hand,4,-181.16485595703125,-31.191253662109375
8,0,Left Hand,5,-238.91991424560547,-69.01533126831055
8,0,Left Hand,6,-278.97706604003906,-110.22476577758789
8,0,Left Hand,7,-304.88938903808594,-148.2677001953125
8,0,Left Hand,8,-320.8112487792969,-180.66007232666016
8,0,Left Hand,9,-327.73451232910156,-206.5445556640625
8,0,Left Hand,10,-328.6817626953125,-227.14195251464844
8,0,Left Hand,11,-325.2575378417969,-243.21238708496094
8,0,Left Hand,12,-318.5777282714844,-254.17212677001953
8,0,Left Hand,13,-310.5766143798828,-261.83497619628906
8,0,Left Hand,14,-302.5107116699219,-268.0915222167969
8,0,Left Hand,15,-294.85333251953125,-273.64710998535156
8,0,Left Hand,16,-287.25181579589844,-277.8195343017578
8,0,Left Hand,17,-279.2584533691406,-278.99037170410156
8,0,Left Hand,18,-271.08807373046875,-277.9424591064453
8,0,Left Hand,19,-263.2302703857422,-276.31378173828125
8,0,Left Hand,20,-255.62191009521484,-274.0113067626953
8,0,Left Hand,21,-248.2721176147461,-271.49273681640625
8,0,Left Hand,22,-241.15213775634766,-268.05067443847656
8,0,Left Hand,23,-234.18700408935547,-264.30072021484375
8,0,Left Hand,24,-227.49573516845703,-260.08665466308594
8,0,Left Hand,25,-221.10187530517578,-256.10485076904297
8,0,Left Hand,26,-214.94989776611328,-252.55115509033203
8,0,Left Hand,27,-209.06900787353516,-248.71015167236328
8,0,Left Hand,28,-203.40127563476562,-244.60503387451172
8,0,Left Hand,29,-197.99315643310547,-241.12127685546875
8,0,Left Hand,30,-192.87359619140625,-238.1815414428711
8,0,Left Hand,31,-187.9604721069336,-234.36922454833984
8,0,Left Hand,32,-183.2024383544922,-230.57857513427734
8,0,Left Hand,33,-178.67649841308594,-226.95401763916016
8,0,Left Hand,34,-174.34298706054688,-223.62693786621094
8,0,Left Hand,35,-170.2581787109375,-220.3962631225586
8,0,Left Hand,36,-166.4032211303711,-216.46002197265625
8,0,Left Hand,37,-162.6719970703125,-213.3971939086914
8,0,Left Hand,38,-159.12342834472656,-209.6626739501953
8,0,Left Hand,39,-155.6795654296875,-206.6327896118164
8,0,Left Hand,40,-152.44076538085938,-202.13673400878906
8,0,Left Hand,41,-149.30802154541016,-198.31797790527344
8,0,Left Hand,42,-146.4211883544922,-194.22659301757812
8,0,Left Hand,43,-143.70401763916016,-190.63692474365234
8,0,Left Hand,44,-141.08882904052734,-186.71075439453125
8,0,Left Hand,45,-138.6064453125,-182.83035278320312
8,0,Left Hand,46,-136.2112579345703,-178.79103088378906
8,0,Left Hand,47,-133.95281982421875,-175.55562591552734
8,0,Left Hand,48,-131.81024932861328,-172.09374237060547
8,0,Left Hand,49,-129.80406951904297,-168.08721923828125
8,0,Left Hand,50,-127.91648483276367,-163.9775619506836
8,0,Left Hand,51,-126.17965316772461,-161.2465057373047
8,0,Left Hand,52,-124.4915771484375,-157.25684356689453
8,0,Left Hand,53,-122.912353515625,-153.67752838134766
8,0,Left Hand,54,-121.42971801757812,-148.89659118652344
8,0,Left Hand,55,-119.99381637573242,-145.81614685058594
8,0,Left Hand,56,-118.46171188354492,-142.85409545898438
8,0,Left Hand,57,-117.06304168701172,-139.6380844116211
8,0,Left Hand,58,-115.9112663269043,-136.27655029296875
8,0,Left Hand,59,-114.78891372680664,-132.61597442626953
8,0,Left Hand,60,-113.55060577392578,-128.93368530273438
8,0,Left Hand,61,-112.41100311279297,-125.54228591918945
8,0,Left Hand,62,-111.29914093017578,-122.69093322753906
8,0,Left Hand,63,-110.19128799438477,-119.9400634765625
8,0,Left Hand,64,-109.31233978271484,-117.62326431274414
8,0,Left Hand,65,-108.77355575561523,-114.8591423034668
8,0,Left Hand,66,-108.1587142944336,-111.8327865600586
8,0,Left Hand,67,-107.04360580444336,-108.20816802978516
8,0,Left Hand,68,-105.9166259765625,-105.4672622680664
8,0,Left Hand,69,-104.90909957885742,-103.04967880249023
8,0,Left Hand,70,-104.08281707763672,-100.19733047485352
8,0,Left Hand,71,-103.32941055297852,-97.3816032409668
8,0,Left Hand,72,-102.58094787597656,-94.69921875
8,0,Left Hand,73,-101.94355392456055,-92.1948356628418
8,0,Left Hand,74,-101.45737075805664,-89.58831024169922
8,0,Left Hand,75,-100.94995880126953,-86.59994506835938
8,0,Left Hand,76,-100.25166702270508,-83.19519805908203
8,0,Left Hand,77,-99.4453125,-81.02167892456055
8,0,Left Hand,78,-98.80916976928711,-78.96539688110352
8,0,Left Hand,79,-98.38264083862305,-76.05183029174805
8,0,Left Hand,80,-97.96393203735352,-72.8304672241211
8,0,Left Hand,81,-97.40113830566406,-70.24075317382812
8,0,Left Hand,82,-96.8342170715332,-67.26667022705078
8,0,Left Hand,83,-96.3696060180664,-64.62805938720703
8,0,Left Hand,84,-95.88136672973633,-62.19526481628418
8,0,Left Hand,85,-95.35910034179688,-59.71083068847656
8,0,Left Hand,86,-94.92138290405273,-57.55365180969238
8,0,Left Hand,87,-94.66555404663086,-54.888099670410156
8,0,Left Hand,88,-94.42765808105469,-51.64169692993164
8,0,Left Hand,89,-94.07846069335938,-48.75796318054199
8,0,Left Hand,90,-93.69912338256836,-46.0711727142334
8,0,Left Hand,91,-93.27865600585938,-43.76364326477051
8,0,Left Hand,92,-92.93390655517578,-41.34992027282715
8,0,Left Hand,93,-92.72049331665039,-38.73685073852539
8,0,Left Hand,94,-92.5719108581543,-36.68972587585449
8,0,Left Hand,95,-92.30691909790039,-34.10899543762207
8,0,Left Hand,96,-91.94438934326172,-31.406956672668457
8,0,Left Hand,97,-91.58395004272461,-29.807809829711914
8,0,Left Hand,98,-91.26469039916992,-28.073063850402832
8,0,Left Hand,99,-91.11552429199219,-25.630352020263672
8,0,Left Hand,100,-90.96990966796875,-23.124452590942383
8,0,Left Hand,101,-90.57615661621094,-20.977327346801758
8,0,Left Hand,102,-90.2555046081543,-18.86043930053711
8,0,Left Hand,103,-89.93299102783203,-16.76639747619629
8,0,Left Hand,104,-89.6724967956543,-14.94064712524414
8,0,Left Hand,105,-89.48112487792969,-13.106351852416992
8,0,Left Hand,106,-89.27824783325195,-11.005698680877686
8,0,Left Hand,107,-88.99217224121094,-8.378397941589355
8,0,Left Hand,108,-88.66593933105469,-6.272389888763428
8,0,Left Hand,109,-88.4324836730957,-4.64376425743103
8,0,Left Hand,110,-88.28304290771484,-2.4068016409873962
8,0,Left Hand,111,-88.11680603027344,-0.11523225903511047
8,0,Left Hand,112,-87.8641128540039,2.0460535287857056
8,0,Left Hand,113,-87.65140914916992,3.910978317260742
8,0,Left Hand,114,-87.54616928100586,5.889140367507935
8,0,Left Hand,115,-87.41963195800781,8.566780805587769
8,0,Left Hand,116,-87.15623092651367,11.080177783966064
8,0,Left Hand,117,-86.95042037963867,12.806992530822754
8,0,Left Hand,118,-86.83145904541016,14.627200603485107
8,0,Left Hand,119,-86.73039245605469,16.2567400932312
8,0,Left Hand,120,-86.69695281982422,18.224817276000977
8,0,Left Hand,121,-86.64299011230469,20.251713752746582
8,0,Left Hand,122,-86.54113388061523,22.513113021850586
8,0,Left Hand,123,-86.44681930541992,24.716601371765137
8,0,Left Hand,124,-86.30022048950195,26.865595817565918
8,0,Left Hand,125,-86.1267318725586,29.104040145874023
8,0,Left Hand,126,-85.99985122680664,30.9151554107666
8,0,Left Hand,127,-85.90448379516602,32.75302505493164
8,0,Left Hand,128,-85.8620491027832,34.61526870727539
8,0,Left Hand,129,-85.78782653808594,36.36359214782715
8,0,Left Hand,130,-85.73098754882812,38.41423416137695
8,0,Left Hand,131,-85.70914459228516,40.43379020690918
8,0,Left Hand,132,-85.59206771850586,42.99968719482422
8,0,Left Hand,133,-85.4178352355957,44.759504318237305
8,0,Left Hand,134,-85.20806121826172,46.48484992980957
8,0,Left Hand,135,-85.04455947875977,48.447221755981445
8,0,Left Hand,136,-84.94203567504883,50.10029220581055
8,0,Left Hand,137,-84.93920135498047,52.334482192993164
8,0,Left Hand,138,-84.94170761108398,54.43874168395996
8,0,Left Hand,139,-84.87210845947266,56.872907638549805
8,0,Left Hand,140,-84.78193283081055,59.06099891662598
8,0,Left Hand,141,-84.6728515625,61.032310485839844
8,0,Left Hand,142,-84.56326293945312,62.74879455566406
8,0,Left Hand,143,-84.4576644897461,64.65876388549805
8,0,Left Hand,144,-84.36894989013672,66.40676498413086
8,0,Left Hand,145,-84.35984420776367,68.52873611450195
8,0,Left Hand,146,-84.36526870727539,70.77765274047852
8,0,Left Hand,147,-84.25513458251953,72.82752990722656
8,0,Left Hand,148,-84.19258880615234,74.71789169311523
8,0,Left Hand,149,-84.18832015991211,76.77325439453125
8,0,Left Hand,150,-84.05552673339844,78.85490417480469
8,0,Left Hand,151,-83.88924789428711,80.3909912109375
8,0,Left Hand,152,-83.78008651733398,81.47099685668945
8,0,Left Hand,153,-83.74848175048828,83.1686782836914
8,0,Left Hand,154,-83.77152252197266,85.30370330810547
8,0,Left Hand,155,-83.82140350341797,87.61719131469727
8,0,Left Hand,156,-83.82043075561523,90.02986907958984
8,0,Left Hand,157,-83.73431396484375,92.2297134399414
8,0,Left Hand,158,-83.6294059753418,94.19768142700195
8,0,Left Hand,159,-83.56674194335938,95.73165893554688
8,0,Left Hand,160,-83.50429153442383,97.5956916809082
8,0,Left Hand,161,-83.46586227416992,99.03311920166016
8,0,Left Hand,162,-83.45915222167969,100.92135238647461
8,0,Left Hand,163,-83.48661804199219,103.08629608154297
8,0,Left Hand,164,-83.58280563354492,105.42993927001953
