loss,accuracy,val_loss,val_accuracy,lr
21.94768714904785,0.27391305565834045,16.269367218017578,0.22413793206214905,1e-04
17.208694458007812,0.417391300201416,16.222797393798828,0.22413793206214905,1e-04
16.436412811279297,0.560869574546814,16.139511108398438,0.3448275923728943,1e-04
15.482162475585938,0.7652173638343811,16.0729923248291,0.3103448152542114,1e-04
15.237495422363281,0.821739137172699,16.03049659729004,0.32758620381355286,1e-04
15.10311222076416,0.8260869383811951,16.125303268432617,0.2586206793785095,1e-04
14.88871955871582,0.886956512928009,16.395998001098633,0.24137930572032928,1e-04
14.839112281799316,0.8608695864677429,16.902355194091797,0.24137930572032928,1e-04
14.571229934692383,0.95652174949646,16.83799934387207,0.24137930572032928,1e-04
14.494318962097168,0.947826087474823,17.425302505493164,0.24137930572032928,1e-04
14.368335723876953,0.947826087474823,17.1531925201416,0.24137930572032928,1e-04
14.248862266540527,0.947826087474823,17.465099334716797,0.24137930572032928,1e-04
14.159004211425781,0.95652174949646,17.960725784301758,0.24137930572032928,5e-05
14.06196117401123,0.9739130139350891,18.06879425048828,0.24137930572032928,5e-05
14.020442962646484,0.969565212726593,17.955768585205078,0.24137930572032928,5e-05
13.949979782104492,0.9826086759567261,18.107515335083008,0.24137930572032928,5e-05
13.8867769241333,0.9826086759567261,19.042888641357422,0.24137930572032928,5e-05
13.831026077270508,0.97826087474823,19.140628814697266,0.24137930572032928,5e-05
13.743956565856934,0.9956521987915039,19.003541946411133,0.24137930572032928,5e-05
13.701892852783203,0.9869565367698669,18.894502639770508,0.24137930572032928,2.5e-05
